1000, 1, 22565
1000, 2, 35332
1000, 3, 56294
1000, 4, 58346
1000, 5, 81828
1000, 6, 81919
1000, 7, 164416
1000, 8, 202061
1000, 9, 126699
1000, 10, 137006
1000, 11, 184657
1000, 12, 159911
1000, 13, 171954
1000, 14, 183209
1000, 15, 228509
1000, 16, 210479
1000, 17, 250621
1000, 18, 255082
1000, 19, 267342
1000, 20, 284398
1000, 21, 282810
1000, 22, 307219
1000, 23, 309525
1000, 24, 325115
1000, 25, 78852
1000, 26, 84153
1000, 27, 73855
1000, 28, 82464
1000, 29, 81144
1000, 30, 101694
1000, 31, 81482
1000, 32, 90561
1000, 33, 92630
1000, 34, 92687
1000, 35, 93258
1000, 36, 94525
1000, 37, 98946
1000, 38, 90444
1000, 39, 102231
1000, 40, 144444
1000, 41, 143507
1000, 42, 107443
1000, 43, 99983
1000, 44, 102178
1000, 45, 104018
1000, 46, 105406
1000, 47, 108365
1000, 48, 110367
1000, 49, 112334
1000, 50, 114174
1000, 51, 116578
1000, 52, 118343
1000, 53, 120598
1000, 54, 122293
1000, 55, 124128
1000, 56, 126440
1000, 57, 128481
1000, 58, 130615
1000, 59, 132176
1000, 60, 134444
1000, 61, 136919
1000, 62, 138643
1000, 63, 149899
1000, 64, 151065
1000, 65, 145718
1000, 66, 147003
1000, 67, 211420
1000, 68, 133369
1000, 69, 127621
1000, 70, 133039
1000, 71, 134623
1000, 72, 141425
1000, 73, 145766
1000, 74, 167247
1000, 75, 184048
1000, 76, 205074
1000, 77, 195022
1000, 78, 185337
1000, 79, 195744
1000, 80, 191639
1000, 81, 186514
1000, 82, 192414
1000, 83, 190031
1000, 84, 201714
1000, 85, 162616
1000, 86, 158124
1000, 87, 153531
1000, 88, 159344
1000, 89, 161768
1000, 90, 162008
1000, 91, 163194
1000, 92, 159806
1000, 93, 217254
1000, 94, 171729
1000, 95, 171535
1000, 96, 169441
1000, 97, 166252
1000, 98, 168205
1000, 99, 175668
1000, 100, 169880
1000, 101, 172493
1000, 102, 174433
1000, 103, 183626
1000, 104, 190411
1000, 105, 189277
1000, 106, 187024
1000, 107, 187816
1000, 108, 198297
1000, 109, 187929
1000, 110, 192009
1000, 111, 186056
1000, 112, 187708
1000, 113, 197268
1000, 114, 198492
1000, 115, 166757
1000, 116, 163324
1000, 117, 169341
1000, 118, 170735
1000, 119, 171990
1000, 120, 188874
1000, 121, 204981
1000, 122, 187237
1000, 123, 188718
1000, 124, 200887
1000, 125, 180281
1000, 126, 182729
1000, 127, 184032
1000, 128, 184626
1000, 129, 186506
1000, 130, 187818
1000, 131, 189728
1000, 132, 190347
1000, 133, 191953
1000, 134, 193664
1000, 135, 194725
1000, 136, 198470
1000, 137, 198588
1000, 138, 198800
1000, 139, 210896
1000, 140, 202159
1000, 141, 203227
1000, 142, 205002
1000, 143, 205707
1000, 144, 207720
1000, 145, 208995
1000, 146, 210729
1000, 147, 211900
1000, 148, 213759
1000, 149, 214478
1000, 150, 215833
1000, 151, 217529
1000, 152, 218663
1000, 153, 225907
1000, 154, 225367
1000, 155, 240399
1000, 156, 224419
1000, 157, 225883
1000, 158, 226856
1000, 159, 231320
1000, 160, 230077
1000, 161, 235927
1000, 162, 269593
1000, 163, 234086
1000, 164, 274840
1000, 165, 256421
1000, 166, 252893
1000, 167, 257297
1000, 168, 241038
1000, 169, 245486
1000, 170, 244008
1000, 171, 245432
1000, 172, 262973
1000, 173, 248596
1000, 174, 250123
1000, 175, 251260
1000, 176, 253005
1000, 177, 255640
1000, 178, 292058
1000, 179, 256795
1000, 180, 257991
1000, 181, 259587
1000, 182, 262351
1000, 183, 274649
1000, 184, 264166
1000, 185, 272013
1000, 186, 270490
1000, 187, 269282
1000, 188, 281648
1000, 189, 272116
1000, 190, 281589
1000, 191, 274377
1000, 192, 285533
1000, 193, 277040
1000, 194, 280384
1000, 195, 279532
1000, 196, 294261
1000, 197, 282815
1000, 198, 284022
1000, 199, 304460
1000, 200, 321236
