1000, 1, 22330
1000, 2, 35104
1000, 3, 49886
1000, 4, 91579
1000, 5, 108696
1000, 6, 105389
1000, 7, 120233
1000, 8, 113876
1000, 9, 125439
1000, 10, 141879
1000, 11, 153805
1000, 12, 226123
1000, 13, 221983
1000, 14, 265910
1000, 15, 295440
1000, 16, 218367
1000, 17, 159607
1000, 18, 80648
1000, 19, 107270
1000, 20, 267480
1000, 21, 105336
1000, 22, 85080
1000, 23, 59189
1000, 24, 61515
1000, 25, 64465
1000, 26, 65410
1000, 27, 67549
1000, 28, 366840
1000, 29, 71840
1000, 30, 73836
1000, 31, 75907
1000, 32, 86250
1000, 33, 79991
1000, 34, 82428
1000, 35, 83956
1000, 36, 85868
1000, 37, 88063
1000, 38, 96338
1000, 39, 93242
1000, 40, 95012
1000, 41, 96855
1000, 42, 98848
1000, 43, 100628
1000, 44, 102290
1000, 45, 105137
1000, 46, 106563
1000, 47, 109157
1000, 48, 111012
1000, 49, 112980
1000, 50, 115136
1000, 51, 116364
1000, 52, 118955
1000, 53, 121322
1000, 54, 123237
1000, 55, 125379
1000, 56, 127594
1000, 57, 129325
1000, 58, 130351
1000, 59, 133943
1000, 60, 135506
1000, 61, 137907
1000, 62, 139998
1000, 63, 141539
1000, 64, 142451
1000, 65, 146304
1000, 66, 148417
1000, 67, 196181
1000, 68, 134193
1000, 69, 134957
1000, 70, 131494
1000, 71, 174296
1000, 72, 174613
1000, 73, 145896
1000, 74, 150250
1000, 75, 164255
1000, 76, 156843
1000, 77, 142675
1000, 78, 146839
1000, 79, 150689
1000, 80, 146295
1000, 81, 147327
1000, 82, 153289
1000, 83, 159116
1000, 84, 162142
1000, 85, 191706
1000, 86, 185562
1000, 87, 201614
1000, 88, 166276
1000, 89, 157163
1000, 90, 158843
1000, 91, 204097
1000, 92, 170528
1000, 93, 167562
1000, 94, 167850
1000, 95, 169817
1000, 96, 170864
1000, 97, 213256
1000, 98, 178156
1000, 99, 175839
1000, 100, 176799
1000, 101, 178686
1000, 102, 179171
1000, 103, 183692
1000, 104, 178183
1000, 105, 185086
1000, 106, 186181
1000, 107, 194438
1000, 108, 189072
1000, 109, 240929
1000, 110, 213885
1000, 111, 208930
1000, 112, 193339
1000, 113, 198852
1000, 114, 172905
1000, 115, 166634
1000, 116, 167752
1000, 117, 200176
1000, 118, 195811
1000, 119, 198757
1000, 120, 192749
1000, 121, 199292
1000, 122, 192847
1000, 123, 196057
1000, 124, 174006
1000, 125, 180396
1000, 126, 181515
1000, 127, 203968
1000, 128, 217659
1000, 129, 199943
1000, 130, 213244
1000, 131, 199019
1000, 132, 189590
1000, 133, 191197
1000, 134, 193158
1000, 135, 194607
1000, 136, 196023
1000, 137, 200614
1000, 138, 202032
1000, 139, 215275
1000, 140, 221307
1000, 141, 214293
1000, 142, 204065
1000, 143, 205282
1000, 144, 207192
1000, 145, 208941
1000, 146, 221513
1000, 147, 214254
1000, 148, 218503
1000, 149, 216286
1000, 150, 215376
1000, 151, 224074
1000, 152, 222750
1000, 153, 235895
1000, 154, 227474
1000, 155, 229290
1000, 156, 224463
1000, 157, 228144
1000, 158, 227009
1000, 159, 228567
1000, 160, 229948
1000, 161, 231515
1000, 162, 264626
1000, 163, 263559
1000, 164, 249431
1000, 165, 262142
1000, 166, 238295
1000, 167, 249108
1000, 168, 241192
1000, 169, 242341
1000, 170, 244209
1000, 171, 247971
1000, 172, 246911
1000, 173, 247986
1000, 174, 250335
1000, 175, 251196
1000, 176, 252673
1000, 177, 261940
1000, 178, 256821
1000, 179, 259348
1000, 180, 258306
1000, 181, 259458
1000, 182, 261054
1000, 183, 262817
1000, 184, 264021
1000, 185, 265719
1000, 186, 267886
1000, 187, 269210
1000, 188, 270100
1000, 189, 271255
1000, 190, 272334
1000, 191, 303089
1000, 192, 303754
1000, 193, 299948
1000, 194, 298746
1000, 195, 279487
1000, 196, 281062
1000, 197, 282262
1000, 198, 302799
1000, 199, 322252
1000, 200, 303954
