1, 2966633
2, 875706
3, 661721
4, 821326
5, 698691
6, 769284
7, 1088073
8, 1096009
9, 1072892
10, 1079615
11, 936387
12, 848742
13, 852195
14, 859786
15, 880310
16, 1021548
17, 1278113
18, 909703
19, 977593
20, 937204
21, 952649
22, 935735
23, 939254
24, 908820
25, 929657
26, 910992
27, 916051
28, 938555
29, 917471
30, 1080823
31, 1146060
32, 967100
33, 907358
34, 1045634
35, 950768
36, 1279553
37, 1185577
38, 997568
39, 1319558
40, 1183221
41, 1002481
42, 1109737
43, 1109999
44, 1278027
45, 1337182
46, 1351339
47, 1344390
48, 1371228
49, 1351150
50, 1331308
51, 1337336
52, 1181312
53, 875105
54, 904827
55, 1024416
56, 925238
57, 970738
58, 1035114
59, 891530
60, 840932
61, 933975
62, 944950
63, 942413
64, 945617
65, 930087
66, 920371
67, 913054
68, 909859
69, 992316
70, 898512
71, 880441
72, 889718
73, 878617
74, 885707
75, 947864
76, 950179
77, 934119
78, 891112
79, 915261
80, 947706
81, 916723
82, 894039
83, 864872
84, 880922
85, 841126
86, 867807
87, 845316
88, 850658
89, 854048
90, 844768
91, 914737
92, 891050
93, 839958
94, 877552
95, 940495
96, 890268
97, 902371
98, 874443
99, 871576
100, 932366
101, 865920
102, 885123
103, 1004096
104, 933744
105, 1086893
106, 1292875
107, 1297089
108, 875381
109, 839778
110, 865600
111, 865155
112, 837898
113, 853142
114, 837758
115, 845448
116, 853393
117, 963046
118, 1126850
119, 866663
120, 867768
121, 861123
122, 884700
123, 897777
124, 870070
125, 853473
126, 868473
127, 873273
128, 879916
129, 819227
130, 870345
131, 834205
132, 819602
133, 837948
134, 821764
135, 829167
136, 811486
137, 832335
138, 845457
139, 807349
140, 877587
141, 901662
142, 935608
143, 892972
144, 888343
145, 972171
146, 928284
147, 981121
148, 926828
149, 879623
150, 865897
151, 875514
152, 878815
153, 845352
154, 865244
155, 833201
156, 833817
157, 844957
158, 889354
159, 855532
160, 819951
161, 849235
162, 841622
163, 898977
164, 908624
165, 970981
166, 942979
167, 922936
168, 912493
169, 900826
170, 905477
171, 907508
172, 921862
173, 929688
174, 928934
175, 924911
176, 903876
177, 952664
178, 938368
179, 936897
180, 951027
181, 940507
182, 889679
183, 898103
184, 952396
185, 1031156
186, 978469
187, 897068
188, 940360
189, 923222
190, 934772
191, 930546
192, 919134
193, 903752
194, 889070
195, 887813
196, 874583
197, 879024
198, 871784
199, 876282
200, 888331
201, 866348
202, 895408
203, 876097
204, 873013
205, 908862
206, 908234
207, 949749
208, 983018
209, 954062
210, 914159
211, 931723
212, 979790
213, 974429
214, 947512
215, 954470
216, 941897
217, 920918
218, 917575
219, 907230
220, 934226
221, 908124
222, 937355
223, 941643
224, 1070868
225, 1072571
226, 1111348
227, 1048478
228, 1062573
229, 1027628
230, 935196
231, 917277
232, 930797
233, 938807
234, 918506
235, 947572
236, 911399
237, 959152
238, 913380
239, 926090
240, 915922
241, 927660
242, 903820
243, 921452
244, 938657
245, 940461
246, 986177
247, 989080
248, 1038262
249, 1046571
250, 1437011
251, 1122171
252, 1145466
253, 1194036
254, 1061612
255, 1203929
256, 1064762
257, 942186
258, 1046749
259, 971913
