63.3046818,9.8492561
63.3047057,9.8490631
63.3048504,9.8491414
63.3055926,9.8495429
63.3059866,9.8497737
63.3064486,9.8500796
63.3066571,9.8502945
63.3072274,9.8510589
63.3072584,9.8511009
63.307409,9.8512992
63.307734,9.8517152
63.3079383,9.8519917
63.3086687,9.8534587
63.3089984,9.8544836
63.3093001,9.8558474
63.309317,9.8566286
63.3088454,9.8569596
63.3081988,9.8563725
63.3078966,9.856647
63.3078947,9.8568445
63.3088113,9.8584666
63.3089381,9.8587236
63.3094318,9.8597723
63.3118115,9.8645809
63.3153088,9.8703817
63.3158677,9.8715082
63.3165162,9.873245
63.3171949,9.8756124
63.3173005,9.8759906
63.3174373,9.8764724
63.3191147,9.8811749
63.3251929,9.8959789
63.3258463,9.897757
63.327283,9.9020211
63.3279566,9.9044033
63.3287689,9.907564
63.3294826,9.9103827
63.3308868,9.9161016
63.3312943,9.9184084
63.3318975,9.9907975
63.3317647,9.9913457
63.3311174,9.99372
63.3309906,9.994163
63.3291105,9.9997532
63.328645,10.001034
63.3285226,10.0013665
63.3220856,10.0512295
63.3223699,10.0540624
63.3224395,10.0562969
63.3224138,10.0580222
63.3220123,10.0675505
63.3221714,10.0695979
63.3224551,10.0717881
63.3230966,10.0756924
63.3240626,10.0804821
63.3243225,10.0819043
63.3249885,10.087624
63.3260305,10.0987249
63.3245051,10.1139338
63.3224226,10.1221743
63.3219106,10.1234557
63.3117187,10.1507512
63.3110154,10.1568089
63.3102188,10.1606744
63.3099894,10.1613869
63.3086042,10.1650071
63.3078685,10.168236
63.3077182,10.1693211
63.3076864,10.1696474
63.3073071,10.1782731
63.3073292,10.1787158
63.307493,10.1807407
63.3077798,10.1829352
63.3084611,10.1862618
63.3091895,10.18874
63.3118041,10.1967115
63.3218408,10.2085532
63.3221903,10.2096634
63.3223857,10.210357
63.3228199,10.2119807
63.3230258,10.212764
63.3235971,10.2152306
63.324319,10.2199124
63.3243768,10.2204864
63.324534,10.2226898
63.3245695,10.223477
63.3243935,10.2332033
63.3229549,10.2522371
63.3224218,10.257926
63.3222809,10.2594374
63.32213,10.2615727
63.3221208,10.2618121
63.3221697,10.265353
63.3222121,10.2659242
63.3224511,10.2679988
63.3224875,10.2682284
63.3228204,10.270122
63.323013,10.2711275
63.3237405,10.2748269
63.3240952,10.2767748
63.3244071,10.2807266
63.324533,10.2902282
63.3242897,10.2918444
63.3237961,10.2980854
63.3236276,10.299356
63.3228949,10.30223
63.3228249,10.3022726
63.322756,10.302463
63.3227676,10.3027031
63.322371,10.3039246
63.3214604,10.3064899
63.321269,10.3087375
63.3213496,10.3096254
63.3224951,10.3144155
63.3231243,10.3167718
63.3261064,10.336238
63.326251,10.3443414
63.3266423,10.3464628
63.3278404,10.3499043
63.3281721,10.3505225
63.3329635,10.3559111
63.3337309,10.3567144
63.334848,10.3578866
63.3355931,10.3586751
63.3392048,10.3624772
63.3436605,10.3681178
63.3442419,10.3686373
63.3484733,10.3703312
63.3493484,10.3704523
63.3582958,10.3717454
63.3600631,10.3726615
63.3606426,10.3730177
63.3625994,10.3744693
63.3632537,10.3750692
63.3655487,10.3771612
63.3671735,10.3784765
63.3700971,10.3797139
63.3706442,10.379732
63.3733932,10.3786693
63.3742046,10.3780984
63.374793,10.3775994
63.3756321,10.376831
63.3840599,10.3764287
63.384243,10.3765833
63.3845351,10.3767854
63.3897119,10.3816161
63.3918517,10.3848296
63.3947748,10.3895581
63.3952198,10.3902474
63.396648,10.3921823
63.3979996,10.3935377
63.3989608,10.3942228
63.39979,10.3947384
63.4015859,10.3956172
63.4028434,10.396218
63.4037948,10.3966328
63.4044362,10.3969272
63.4045434,10.3969832
63.4048456,10.3971184
63.4079159,10.3984872
63.4085744,10.3987732
63.4086808,10.3988148
63.4090319,10.398927
63.4095487,10.3990372
63.411947,10.3993195
63.4124695,10.399296
63.4125709,10.3992673
63.4127801,10.3992034
63.4128657,10.3991772
63.4138308,10.3988467
63.414002,10.3987688
63.4143237,10.3985944
63.4148904,10.3983135
63.4149718,10.3982741
63.4150432,10.3982403
63.4153707,10.3980793
63.4167396,10.3973606
63.4180857,10.3967045
63.4184095,10.396526
63.4190831,10.3961764
63.4192051,10.3961144
63.4197515,10.395807
63.4201198,10.3956057
63.4205111,10.3954117
63.4207483,10.395298
63.4211299,10.3951413
63.4212809,10.3950745
63.4220427,10.3946787
63.4226692,10.3945328
63.4228522,10.3943768
63.4229378,10.3943594
63.4234954,10.394199
63.4248281,10.3938157
63.4257535,10.3935348
63.4263148,10.3934392
63.4264994,10.3933737
63.4275091,10.3930141
63.4275175,10.3932495
63.4275469,10.3938342
63.4275606,10.394116
63.4276073,10.3950125
63.4276219,10.3952336
63.4276368,10.3954876
63.4277021,10.3965772
63.4278444,10.3985732
63.4279407,10.3997884
63.4284091,10.4001036
63.4287914,10.4004146
63.4295312,10.4009605
63.429719,10.4010768
63.4302692,10.4014613
63.4303151,10.400056
63.4303428,10.3992759
63.4303919,10.3978773
63.4304101,10.3973541
63.4304615,10.3961092
63.430457,10.3960229
